시군구_코드,도로_일련번호,법정동_일련번호,도로_명,영문_도로_명,시도_명,시군구_명,법정동_구분,법정동_코드,법정동_명,상위_도로_일련번호,상위_도로_명,새주소_사용여부,변경_이력_사유_코드,변경_이력_정보,법정동_번호,도로_코드
11500,3155044,0,벌말로,Beolmal-ro,서울특별시,강서구,2,0,,,,0,9,,,115003155044 
11500,3155044,1,벌말로,Beolmal-ro,서울특별시,강서구,1,11201,오곡동,,,0,9,,112,115003155044 
11440,4106328,0,임정로13길,Imjeong-ro 13-gil,서울특별시,마포구,2,0,,,,0,9,,,114404106328 
11440,4106328,1,임정로13길,Imjeong-ro 13-gil,서울특별시,마포구,1,10301,신공덕동,,,0,9,,103,114404106328 
11290,4121404,0,아리랑로13길,Arirang-ro 13-gil,서울특별시,성북구,2,0,,3107009,아리랑로,1,1,,,112904121404 
11290,4121404,1,아리랑로13길,Arirang-ro 13-gil,서울특별시,성북구,1,10301,돈암동,3107009,아리랑로,1,1,,103,112904121404 
11290,4121417,0,아리랑로5나길,Arirang-ro 5na-gil,서울특별시,성북구,2,0,,,,1,1,,,112904121417 
11290,4121417,1,아리랑로5나길,Arirang-ro 5na-gil,서울특별시,성북구,1,10301,돈암동,,,1,1,,103,112904121417 
11290,4121417,2,아리랑로5나길,Arirang-ro 5na-gil,서울특별시,성북구,1,13302,정릉동,,,1,1,,133,112904121417 
11290,4121424,0,아리랑로9길,Arirang-ro 9-gil,서울특별시,성북구,2,0,,3107009,아리랑로,1,1,,,112904121424 
11290,4121424,1,아리랑로9길,Arirang-ro 9-gil,서울특별시,성북구,1,10301,돈암동,3107009,아리랑로,1,1,,103,112904121424 
11545,4151343,2,시흥대로79길,Siheung-daero 79-gil,서울특별시,금천구,1,10202,독산동,,,0,,,102,115454151343 
11590,4160018,0,관악로30길,Gwanak-ro 30-gil,서울특별시,동작구,2,0,,,,0,,,,115904160018 
11590,4160018,1,관악로30길,Gwanak-ro 30-gil,서울특별시,동작구,1,10701,사당동,,,0,,,107,115904160018 
11710,4858205,1,위례송파로3길,Wiryesongpa-ro 3-gil,서울특별시,송파구,1,11301,거여동,,,0,,,113,117104858205 
11440,4139563,1,임정로13길,Imjeong-ro 13-gil,서울특별시,마포구,1,10301,신공덕동,3113032,임정로,1,1,,103,114404139563 
11440,4139563,0,임정로13길,Imjeong-ro 13-gil,서울특별시,마포구,2,0,,3113032,임정로,1,1,,,114404139563 
11350,4130146,1,덕릉로60타길,Deongneung-ro 60ta-gil,서울특별시,노원구,1,10201,월계동,3000004,덕릉로,1,1,,102,113504130146 
11350,4130146,0,덕릉로60타길,Deongneung-ro 60ta-gil,서울특별시,노원구,2,0,,3000004,덕릉로,1,1,,,113504130146 
11590,4157006,0,관악로30길,Gwanak-ro 30-gil,서울특별시,동작구,2,0,,,,1,1,,,115904157006 
11590,4157006,1,관악로30길,Gwanak-ro 30-gil,서울특별시,동작구,1,10701,사당동,,,1,1,,107,115904157006 
11650,3351306,0,강남순환로,Gangnamsunhwan-ro,서울특별시,서초구,2,0,,,,0,,,,116503351306 
11530,3000020,2,서해안로,Seohaean-ro,서울특별시,구로구,1,11202,항동,,,0,,,112,115303000020 
11260,4118591,1,신내역로3길,Sinnaeyeok-ro 3-gil,서울특별시,중랑구,1,10601,신내동,,,0,,,106,112604118591 
11530,3005066,0,신정로,Sinjeong-ro,서울특별시,구로구,2,0,,,,0,,,,115303005066 
11170,3005080,0,양녕로,Yangnyeong-ro,서울특별시,용산구,2,0,,,,0,,,,111703005080 
11170,3005080,1,양녕로,Yangnyeong-ro,서울특별시,용산구,1,12901,이촌동,,,0,,,129,111703005080 
11440,4139013,1,고산말1길,Gosanmal 1-gil,서울특별시,마포구,1,10801,대흥동,,,1,1,,108,114404139013 
11440,4139655,0,고산말3길,Gosanmal 3-gil,서울특별시,마포구,2,0,,,,1,1,,,114404139655 
11440,4139017,1,고산말5길,Gosanmal 5-gil,서울특별시,마포구,1,10801,대흥동,,,1,1,,108,114404139017 
11440,4139653,0,고산말2길,Gosanmal 2-gil,서울특별시,마포구,2,0,,,,1,1,,,114404139653 
11440,4139017,0,고산말5길,Gosanmal 5-gil,서울특별시,마포구,2,0,,,,1,1,,,114404139017 
11110,4103076,0,덕수궁길,Deoksugung-gil,서울특별시,종로구,2,0,,,,0,,,,111104103076 
11320,4124194,0,삼양로140길,Samyang-ro 140-gil,서울특별시,도봉구,2,0,,,,0,,,,113204124194 
11710,4169543,1,중대로2길,Jungdae-ro 2-gil,서울특별시,송파구,1,10701,가락동,,,0,,,107,117104169543 
11620,4160790,0,양지14길,Yangji 14-gil,서울특별시,관악구,2,0,,,,0,,,,116204160790 
11305,4124636,0,4.19로28길,4.19-ro 28-gil,서울특별시,강북구,2,0,,3005038,한천로,0,,,,113054124636 
11590,4859648,0,한강남자전거길,Hangangnamjajeongeo-gil,서울특별시,동작구,2,0,,,,0,,,,115904859648 
11350,4130457,0,한천로96길,Hancheon-ro 96-gil,서울특별시,노원구,2,0,,,,1,,,,113504130457 
11110,4100560,0,덕수궁길,Deoksugung-gil,서울특별시,종로구,2,0,,,,1,,,,111104100560 
11470,4142430,0,중앙로14길,Jungang-ro 14-gil,서울특별시,양천구,2,0,,,,1,,,,114704142430 
11170,4106596,0,녹사평대로58길,Noksapyeong-daero 58-gil,서울특별시,용산구,2,0,,,,1,,,,111704106596 
11530,3116014,0,부광로,Bugwang-ro,서울특별시,구로구,2,0,,,,1,,,,115303116014 
11320,4127328,0,마들로5길,Madeul-ro 5-gil,서울특별시,도봉구,2,0,,,,1,,,,113204127328 
11305,4124611,0,삼양로15길,Samyang-ro 15-gil,서울특별시,강북구,2,0,,,,1,,,,113054124611 
11320,4127329,0,삼양로140길,Samyang-ro 140-gil,서울특별시,도봉구,2,0,,,,1,,,,113204127329 
11320,4127330,0,우이천로2길,Uicheon-ro 2-gil,서울특별시,도봉구,2,0,,,,1,,,,113204127330 
11320,4130324,0,우이천로2길,Uicheon-ro 2-gil,서울특별시,도봉구,2,0,,,,0,,,,113204130324 
11305,4121276,0,삼양로15길,Samyang-ro 15-gil,서울특별시,강북구,2,0,,,,0,,,,113054121276 
11350,4121734,0,한천로96길,Hancheon-ro 96-gil,서울특별시,노원구,2,0,,,,0,,,,113504121734 
11305,4124621,1,4.19로8길,4.19-ro 8-gil,서울특별시,강북구,1,10301,수유동,3005038,한천로,0,,,103,113054124621 
11230,4115621,2,한천로37길,Hancheon-ro 37-gil,서울특별시,동대문구,1,10602,장안동,,,0,,,106,112304115621 
11170,4103407,0,녹사평대로58길,Noksapyeong-daero 58-gil,서울특별시,용산구,2,0,,,,0,,,,111704103407 
11320,4130264,0,마들로5길,Madeul-ro 5-gil,서울특별시,도봉구,2,0,,,,0,,,,113204130264 
11440,4139137,3,마포대로11길,Mapo-daero 11-gil,서울특별시,마포구,1,10103,아현동,,,0,,,101,114404139137 
11530,3185018,0,부광로,Bugwang-ro,서울특별시,구로구,2,0,,,,0,,,,115303185018 
11470,4148461,0,중앙로14길,Jungang-ro 14-gil,서울특별시,양천구,2,0,,,,0,,,,114704148461 
11440,3113004,5,대흥로,Daeheung-ro,서울특별시,마포구,1,10905,염리동,,,0,,,109,114403113004 
11500,3155057,1,마곡중앙12로,Magokjungang 12-ro,서울특별시,강서구,1,10501,마곡동,,,0,,,105,115003155057 
11560,3118022,11,영등포로,Yeongdeungpo-ro,서울특별시,영등포구,1,13411,양평동,,,0,,,134,115603118022 
11650,4859648,0,한강남자전거길,Hangangnamjajeongeo-gil,서울특별시,서초구,2,0,,,,0,,,,116504859648 
11650,4859650,0,양재천동자전거길,Yangjaecheondongjajeongeo-gil,서울특별시,서초구,2,0,,,,0,,,,116504859650 
11650,4859651,0,양재천서자전거길,Yangjaecheonseojajeongeo-gil,서울특별시,서초구,2,0,,,,0,,,,116504859651 
11650,4859330,0,반포천자전거길,Banpocheonjajeongeo-gil,서울특별시,서초구,2,0,,,,0,,,,116504859330 
11320,4859671,0,중랑천서자전거길,Jungnangcheonseojajeongeo-gil,서울특별시,도봉구,2,0,,,,0,,,,113204859671 
11410,4136399,1,통일로39다길,Tongil-ro 39da-gil,서울특별시,서대문구,1,11101,홍제동,3000008,통일로,0,,,111,114104136399 
11740,4858126,0,가래여울길,Garaeyeoul-gil,서울특별시,강동구,2,0,,,,0,,,,117404858126 
11710,3000237,0,위례서로,Wiryeseo-ro,서울특별시,송파구,2,0,,,,0,,,,117103000237 
11290,4121011,3,낙산길,Naksan-gil,서울특별시,성북구,1,13203,보문동3가,,,0,,,132,112904121011 
11545,4346124,1,삼성산길,Samseongsan-gil,서울특별시,금천구,1,10301,시흥동,,,0,,,103,115454346124 
11650,3206129,0,중앙로,Jungang-ro,서울특별시,서초구,2,0,,,,0,,,,116503206129 
11590,4157572,2,장승배기로11가길,Jangseungbaegi-ro 11ga-gil,서울특별시,동작구,1,10202,상도동,,,0,,,102,115904157572 
11500,3155049,1,마곡중앙1로,Magokjungang 1-ro,서울특별시,강서구,1,10501,마곡동,,,0,,,105,115003155049 
11710,3000239,0,위례순환로,Wiryesunhwan-ro,서울특별시,송파구,2,0,,,,0,,,,117103000239 
11740,4859648,1,한강남자전거길,Hangangnamjajeongeo-gil,서울특별시,강동구,1,10901,천호동,,,0,,,109,117404859648 
11740,4172216,1,암사13길,Amsa-gil 13-gil,서울특별시,강동구,1,10701,암사동,,,0,,,107,117404172216 
11740,4172216,0,암사13길,Amsa-gil 13-gil,서울특별시,강동구,2,0,,,,0,,,,117404172216 
11740,4172217,1,암사18길,Amsa 18-gil,서울특별시,강동구,1,10701,암사동,,,0,,,107,117404172217 
11740,4172217,0,암사18길,Amsa 18-gil,서울특별시,강동구,2,0,,,,0,,,,117404172217 
11740,4172218,1,암사19길,Amsa 19-gil,서울특별시,강동구,1,10101,명일동,,,0,,,101,117404172218 
11740,4172218,2,암사19길,Amsa 19-gil,서울특별시,강동구,1,10702,암사동,,,0,,,107,117404172218 
11740,4172218,0,암사19길,Amsa 19-gil,서울특별시,강동구,2,0,,,,0,,,,117404172218 
11740,4172219,1,암사1가길,Amsa 1ga-gil,서울특별시,강동구,1,10701,암사동,,,0,,,107,117404172219 
11740,4172219,0,암사1가길,Amsa 1ga-gil,서울특별시,강동구,2,0,,,,0,,,,117404172219 
11740,4172220,1,암사1길,Amsa 1-gil,서울특별시,강동구,1,10701,암사동,,,0,,,107,117404172220 
11740,4172220,0,암사1길,Amsa 1-gil,서울특별시,강동구,2,0,,,,0,,,,117404172220 
11740,4172221,1,암사5길,Amsa 5-gil,서울특별시,강동구,1,10701,암사동,,,0,,,107,117404172221 
11740,4172221,0,암사5길,Amsa 5-gil,서울특별시,강동구,2,0,,,,0,,,,117404172221 
11740,4172222,1,암사길,Amsa-gil,서울특별시,강동구,1,10101,명일동,,,0,,,101,117404172222 
11740,4172222,2,암사길,Amsa-gil,서울특별시,강동구,1,10702,암사동,,,0,,,107,117404172222 
11740,4172222,0,암사길,Amsa-gil,서울특별시,강동구,2,0,,,,0,,,,117404172222 
11740,4172223,1,양재대로100길,Yangjae-daero 100-gil,서울특별시,강동구,1,10601,둔촌동,2000006,,0,,,106,117404172223 
11740,4172223,0,양재대로100길,Yangjae-daero 100-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172223 
11740,4172224,1,양재대로101길,Yangjae-daero 101-gil,서울특별시,강동구,1,10801,성내동,2000006,,0,,,108,117404172224 
11740,4172224,0,양재대로101길,Yangjae-daero 101-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172224 
11740,4172225,1,양재대로102가길,Yangjae-daero 102ga-gil,서울특별시,강동구,1,10601,둔촌동,2000006,,0,,,106,117404172225 
11740,4172225,0,양재대로102가길,Yangjae-daero 102ga-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172225 
11740,4172226,1,양재대로102길,Yangjae-daero 102-gil,서울특별시,강동구,1,10601,둔촌동,2000006,,0,,,106,117404172226 
11740,4172226,0,양재대로102길,Yangjae-daero 102-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172226 
11740,4172227,1,양재대로103길,Yangjae-daero 103-gil,서울특별시,강동구,1,10801,성내동,2000006,,0,,,108,117404172227 
11740,4172227,0,양재대로103길,Yangjae-daero 103-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172227 
11740,4172228,1,양재대로109길,Yangjae-daero 109-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172228 
11740,4172228,0,양재대로109길,Yangjae-daero 109-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172228 
11740,4172229,1,양재대로110길,Yangjae-daero 110-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172229 
11740,4172229,0,양재대로110길,Yangjae-daero 110-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172229 
11740,4172230,1,양재대로111길,Yangjae-daero 111-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172230 
11740,4172230,0,양재대로111길,Yangjae-daero 111-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172230 
11740,4172231,1,양재대로112길,Yangjae-daero 112-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172231 
11740,4172231,0,양재대로112길,Yangjae-daero 112-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172231 
11740,4172232,1,양재대로113길,Yangjae-daero 113-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172232 
11740,4172232,0,양재대로113길,Yangjae-daero 113-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172232 
11740,4172233,1,양재대로114길,Yangjae-daero 114-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172233 
11740,4172233,0,양재대로114길,Yangjae-daero 114-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172233 
11740,4172234,1,양재대로115길,Yangjae-daero 115-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172234 
11740,4172234,0,양재대로115길,Yangjae-daero 115-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172234 
11740,4172235,1,양재대로116길,Yangjae-daero 116-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172235 
11740,4172235,0,양재대로116길,Yangjae-daero 116-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172235 
11740,4172236,1,양재대로117길,Yangjae-daero 117-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172236 
11740,4172236,0,양재대로117길,Yangjae-daero 117-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172236 
11740,4172237,1,양재대로121길,Yangjae-daero 121-gil,서울특별시,강동구,1,10901,천호동,2000006,,0,,,109,117404172237 
11740,4172237,0,양재대로121길,Yangjae-daero 121-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172237 
11740,4172238,1,양재대로122가길,Yangjae-daero 122ga-gil,서울특별시,강동구,1,10101,명일동,2000006,,0,,,101,117404172238 
11740,4172238,2,양재대로122가길,Yangjae-daero 122ga-gil,서울특별시,강동구,1,10502,길동,2000006,,0,,,105,117404172238 
11740,4172238,0,양재대로122가길,Yangjae-daero 122ga-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172238 
11740,4172239,1,양재대로122길,Yangjae-daero 122-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172239 
11740,4172426,1,풍성로52길,Pungseong-ro 52-gil,서울특별시,강동구,1,10801,성내동,3123024,,0,,,108,117404172426 
11740,4172426,0,풍성로52길,Pungseong-ro 52-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172426 
11740,4172427,1,풍성로53길,Pungseong-ro 53-gil,서울특별시,강동구,1,10801,성내동,3123024,,0,,,108,117404172427 
11740,4172427,0,풍성로53길,Pungseong-ro 53-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172427 
11740,4172428,1,풍성로54길,Pungseong-ro 54-gil,서울특별시,강동구,1,10801,성내동,3123024,,0,,,108,117404172428 
11740,4172428,0,풍성로54길,Pungseong-ro 54-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172428 
11740,4172429,1,풍성로55길,Pungseong-ro 55-gil,서울특별시,강동구,1,10801,성내동,3123024,,0,,,108,117404172429 
11740,4172429,0,풍성로55길,Pungseong-ro 55-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172429 
11740,4172430,1,풍성로56길,Pungseong-ro 56-gil,서울특별시,강동구,1,10801,성내동,3123024,,0,,,108,117404172430 
11740,4172430,0,풍성로56길,Pungseong-ro 56-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172430 
11740,4172431,1,풍성로57길,Pungseong-ro 57-gil,서울특별시,강동구,1,10801,성내동,3123024,,0,,,108,117404172431 
11740,4172431,0,풍성로57길,Pungseong-ro 57-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172431 
11740,4172432,1,풍성로58길,Pungseong-ro 58-gil,서울특별시,강동구,1,10801,성내동,3123024,,0,,,108,117404172432 
11740,4172432,0,풍성로58길,Pungseong-ro 58-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172432 
11740,4172433,1,풍성로61길,Pungseong-ro 61-gil,서울특별시,강동구,1,10601,둔촌동,3123024,,0,,,106,117404172433 
11740,4172433,0,풍성로61길,Pungseong-ro 61-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172433 
11740,4172434,1,풍성로63길,Pungseong-ro 63-gil,서울특별시,강동구,1,10601,둔촌동,3123024,,0,,,106,117404172434 
11740,4172434,0,풍성로63길,Pungseong-ro 63-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172434 
11740,4172435,1,풍성로65길,Pungseong-ro 65-gil,서울특별시,강동구,1,10601,둔촌동,3123024,,0,,,106,117404172435 
11740,4172435,0,풍성로65길,Pungseong-ro 65-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172435 
11740,4172436,1,풍성로67길,Pungseong-ro 67-gil,서울특별시,강동구,1,10601,둔촌동,3123024,,0,,,106,117404172436 
11740,4172436,0,풍성로67길,Pungseong-ro 67-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172436 
11740,4172437,1,풍성로73길,Pungseong-ro 73-gil,서울특별시,강동구,1,10601,둔촌동,3123024,,0,,,106,117404172437 
11740,4172437,0,풍성로73길,Pungseong-ro 73-gil,서울특별시,강동구,2,0,,3123024,,0,,,,117404172437 
11740,4172438,0,고덕로15길,Godeok-ro 15-gil,서울특별시,강동구,2,0,,,,0,,,,117404172438 
11740,4172439,0,구천면로80길,Gucheonmyeon-ro 80-gil,서울특별시,강동구,2,0,,,,0,,,,117404172439 
11740,4172440,0,상암로83길,Sangam-ro 83-gil,서울특별시,강동구,2,0,,,,0,,,,117404172440 
11740,4172441,0,아리수로13길,Arisu-ro 13-gil,서울특별시,강동구,2,0,,,,0,,,,117404172441 
11740,4172442,0,아리수로84길,Arisu-ro 84-gil,서울특별시,강동구,2,0,,,,0,,,,117404172442 
11740,4172239,0,양재대로122길,Yangjae-daero 122-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172239 
11740,4172240,1,양재대로123길,Yangjae-daero 123-gil,서울특별시,강동구,1,10901,천호동,2000006,,0,,,109,117404172240 
11740,4172240,0,양재대로123길,Yangjae-daero 123-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172240 
11740,4172241,1,양재대로124길,Yangjae-daero 124-gil,서울특별시,강동구,1,10501,길동,2000006,,0,,,105,117404172241 
11740,4172241,0,양재대로124길,Yangjae-daero 124-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172241 
11740,4172242,1,양재대로125길,Yangjae-daero 125-gil,서울특별시,강동구,1,10901,천호동,2000006,,0,,,109,117404172242 
11740,4172242,0,양재대로125길,Yangjae-daero 125-gil,서울특별시,강동구,2,0,,2000006,,0,,,,117404172242 
11740,4172180,1,성안로31길,Seongan-ro 31-gil,서울특별시,강동구,1,10901,천호동,3124007,,0,,,109,117404172180 
11740,4172180,0,성안로31길,Seongan-ro 31-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172180 
11740,4172181,1,성안로31나길,Seongan-ro 31na-gil,서울특별시,강동구,1,10901,천호동,3124007,,0,,,109,117404172181 
11740,4172181,0,성안로31나길,Seongan-ro 31na-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172181 
11740,4172182,1,성안로31다길,Seongan-ro 31da-gil,서울특별시,강동구,1,10901,천호동,3124007,,0,,,109,117404172182 
11740,4172182,0,성안로31다길,Seongan-ro 31da-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172182 
11740,4172183,1,성안로31라길,Seongan-ro 31ra-gil,서울특별시,강동구,1,10901,천호동,3124007,,0,,,109,117404172183 
11740,4172183,0,성안로31라길,Seongan-ro 31ra-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172183 
11740,4172184,1,성안로31마길,Seongan-ro 31ma-gil,서울특별시,강동구,1,10901,천호동,3124007,,0,,,109,117404172184 
11740,4172184,0,성안로31마길,Seongan-ro 31ma-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172184 
11740,4172185,1,성안로3길,Seongan-ro 3-gil,서울특별시,강동구,1,10801,성내동,3124007,,0,,,108,117404172185 
11740,4172185,0,성안로3길,Seongan-ro 3-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172185 
11740,4172186,1,성안로7길,Seongan-ro 7-gil,서울특별시,강동구,1,10801,성내동,3124007,,0,,,108,117404172186 
11740,4172186,0,성안로7길,Seongan-ro 7-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172186 
11740,4172187,1,성안로9길,Seongan-ro 9-gil,서울특별시,강동구,1,10801,성내동,3124007,,0,,,108,117404172187 
11740,4172187,0,성안로9길,Seongan-ro 9-gil,서울특별시,강동구,2,0,,3124007,,0,,,,117404172187 
11740,4172189,1,아리수로25가길,Arisu-ro 25ga-gil,서울특별시,강동구,1,10701,암사동,3000035,,0,,,107,117404172189 
11740,4172189,0,아리수로25가길,Arisu-ro 25ga-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172189 
11740,4172190,1,아리수로25길,Arisu-ro 25-gil,서울특별시,강동구,1,10701,암사동,3000035,,0,,,107,117404172190 
11740,4172190,0,아리수로25길,Arisu-ro 25-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172190 
11740,4172191,1,아리수로25나길,Arisu-ro 25na-gil,서울특별시,강동구,1,10701,암사동,3000035,,0,,,107,117404172191 
11740,4172191,0,아리수로25나길,Arisu-ro 25na-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172191 
11740,4172192,1,아리수로27길,Arisu-ro 27-gil,서울특별시,강동구,1,10701,암사동,3000035,,0,,,107,117404172192 
11740,4172192,0,아리수로27길,Arisu-ro 27-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172192 
11740,4172193,1,아리수로46길,Arisu-ro 46-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172193 
11740,4172193,0,아리수로46길,Arisu-ro 46-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172193 
11740,4172194,1,아리수로50길,Arisu-ro 50-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172194 
11740,4172194,0,아리수로50길,Arisu-ro 50-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172194 
11740,4172195,1,아리수로61길,Arisu-ro 61-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172195 
11740,4172195,0,아리수로61길,Arisu-ro 61-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172195 
11740,4172196,1,아리수로62길,Arisu-ro 62-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172196 
11740,4172196,0,아리수로62길,Arisu-ro 62-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172196 
11740,4172197,1,아리수로64길,Arisu-ro 64-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172197 
11740,4172197,0,아리수로64길,Arisu-ro 64-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172197 
11740,4172198,1,아리수로65길,Arisu-ro 65-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172198 
11740,4172198,0,아리수로65길,Arisu-ro 65-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172198 
11740,4172199,1,아리수로66길,Arisu-ro 66-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172199 
11740,4172199,0,아리수로66길,Arisu-ro 66-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172199 
11740,4172200,1,아리수로68길,Arisu-ro 68-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172200 
11740,4172200,0,아리수로68길,Arisu-ro 68-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172200 
11740,4172201,1,아리수로72길,Arisu-ro 72-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172201 
11740,4172201,0,아리수로72길,Arisu-ro 72-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172201 
11740,4172202,1,아리수로74길,Arisu-ro 74-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172202 
11740,4172202,0,아리수로74길,Arisu-ro 74-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172202 
11740,4172203,1,아리수로76길,Arisu-ro 76-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172203 
11740,4172203,0,아리수로76길,Arisu-ro 76-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172203 
11740,4172204,1,아리수로78길,Arisu-ro 78-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172204 
11740,4172204,0,아리수로78길,Arisu-ro 78-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172204 
11740,4172205,1,아리수로82길,Arisu-ro 82-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172205 
11740,4172205,0,아리수로82길,Arisu-ro 82-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172205 
11740,4172207,1,아리수로87가길,Arisu-ro 87ga-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172207 
11740,4172207,2,아리수로87가길,Arisu-ro 87ga-gil,서울특별시,강동구,1,11002,강일동,3000035,,0,,,110,117404172207 
11740,4172207,0,아리수로87가길,Arisu-ro 87ga-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172207 
11740,4172208,1,아리수로87길,Arisu-ro 87-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172208 
11740,4172208,2,아리수로87길,Arisu-ro 87-gil,서울특별시,강동구,1,11002,강일동,3000035,,0,,,110,117404172208 
11740,4172208,0,아리수로87길,Arisu-ro 87-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172208 
11740,4172209,1,아리수로91길,Arisu-ro 91-gil,서울특별시,강동구,1,11001,강일동,3000035,,0,,,110,117404172209 
11740,4172209,0,아리수로91길,Arisu-ro 91-gil,서울특별시,강동구,2,0,,3000035,,0,,,,117404172209 
11740,4172210,1,아리수로93가길,Arisu-ro 93ga-gil,서울특별시,강동구,1,10201,고덕동,3000035,,0,,,102,117404172210 
11740,4172394,0,천호대로191길,Cheonho-daero 191-gil,서울특별시,강동구,2,0,,2000008,,0,,,,117404172394 
11740,4172395,1,천호대로193길,Cheonho-daero 193-gil,서울특별시,강동구,1,10501,길동,2000008,,0,,,105,117404172395 
11740,4172395,0,천호대로193길,Cheonho-daero 193-gil,서울특별시,강동구,2,0,,2000008,,0,,,,117404172395 
11740,4172396,1,천호대로197길,Cheonho-daero 197-gil,서울특별시,강동구,1,10501,길동,2000008,,0,,,105,117404172396 
